SIZE FRAME
172.41
172.96
172.29
179.60
175.39
174.60
174.10
180.07
179.54
171.47
172.96
170.97
169.85
174.61
171.67
174.87
171.22
171.22
172.22
174.90
171.63
179.68
170.26
174.51
173.90
171.47
175.30
172.38
175.21
175.39
179.00
173.02
171.49
174.42
169.80
172.29
175.23
174.83
178.91
174.13
181.42
170.18
176.13
174.19
171.72
172.32
170.97
174.95
176.61
177.13
173.34
180.96
176.22
175.19
171.30
173.55
174.90
175.18
175.05
171.38
174.89
177.82
171.16
171.53
176.15
173.91
173.12
174.78
172.69
174.42
174.78
175.03
176.19
178.78
175.77
171.98
173.89
173.97
170.41
173.17
176.99
177.84
171.98
180.84
174.68
171.25
172.38
178.93
176.25
170.70
173.64
171.82
181.42
174.55
176.22
173.94
172.25
174.64
176.33
174.87
174.54
172.00
169.97
171.30
179.90
178.91
178.68
173.22
180.76
180.93
175.17
175.77
172.51
179.56
178.26
175.95
177.12
177.12
180.96
174.71
174.59
172.58
171.73
169.80
172.55
172.28
176.71
180.05
170.60
172.52
175.38
178.91
179.37
174.28
179.19
171.25
174.87
175.44
178.81
174.46
173.29
170.62
172.00
170.99
173.73
174.56
181.65
179.60
178.74
172.26
175.45
181.29
179.93
173.12
175.08
171.90
172.52
175.05
176.68
174.95
174.16
171.76
176.28
179.85
173.67
174.59
179.48
171.34
175.33
178.26
173.33
171.55
171.33
171.15
175.33
180.22
174.62
173.50
176.18
175.42
175.17
173.62
172.01
171.86
171.72
175.52
180.81
179.40
172.09
172.00
171.92
180.95
174.23
174.60
174.92
171.76
177.09
172.79
175.30
174.94
176.45
180.40
176.49
170.58
176.26
176.30
176.82
174.68
173.89
176.61
172.88
181.29
173.22
176.88
181.04
174.92
174.74
176.88
173.27
171.38
176.18
175.05
174.04
176.45
173.70
174.23
172.96
171.14
170.60
176.88
181.21
175.06
181.21
172.00
170.84
174.92
171.49
173.59
172.26
179.47
181.04
175.70
170.18
173.30
179.41
173.58
179.50
173.79
170.21
172.69
173.43
176.82
175.34
173.48
176.28
175.05
174.03
181.06
177.23
170.21
174.76
176.46
176.08
172.56
171.05
173.97
175.53
174.10
173.36
169.97
175.19
175.52
178.95
179.19
176.45
170.51
170.39
174.28
179.50
169.97
174.62
170.39
179.07
177.72
174.91
174.63
179.64
180.93
181.04
172.69
175.45
176.49
180.96
174.48
174.83
178.42
173.55
176.22
170.62
179.61
175.12
176.45
174.12
172.79
176.46
173.97
174.33
176.90
170.06
173.34
169.85
181.26
171.82
174.54
175.87
176.97
178.93
172.94
171.36
173.68
170.11
172.48
181.26
178.99
170.49
175.42
174.42
170.62
171.63
179.77
178.78
174.91
170.44
170.35
179.64
174.78
178.26
172.55
175.53
178.25
176.97
179.20
178.18
180.96
172.78
173.82
172.03
174.12
174.23
177.00
175.78
174.23
170.19
176.08
170.97
171.86
171.42
181.18
175.70
173.11
170.87
179.93
170.76
169.86
175.86
179.87
172.95
176.49
178.53
170.85
170.62
178.95
176.36
170.49
171.97
174.59
177.47
175.78
179.57
174.61
173.40
176.20
173.11
171.53
175.52
176.26
174.42
171.33
174.74
170.22
172.44
178.51
172.16
175.17
173.65
170.22
170.97
176.33
179.80
169.80
179.50
174.89
175.39
175.92
176.15
177.12
176.18
176.34
178.42
174.91
176.13
174.63
174.10
173.21
176.33
175.13
175.14
171.73
175.33
175.13
172.21
178.25
173.15
173.52
176.48
174.36
180.96
169.85
174.91
176.49
174.36
174.91
179.82
171.14
174.92
174.04
174.89
172.12
172.64
177.46
176.97
178.91
177.02
174.49
170.20
179.87
171.97
176.59
173.15
171.79
179.47
175.42
180.07
175.90
174.12
171.90
170.58
170.22
175.13
177.72
171.22
181.72
171.76
181.42
173.12
176.07
176.66
172.94
175.63
179.64
171.82
179.93
170.39
173.44
174.63
171.79
176.97
176.99
172.73
175.37
175.95
174.87
170.23
176.46
175.03
171.50
175.03
179.40
171.96
172.21
177.30
172.09
171.13
173.75
176.33
171.76
173.02
173.16
179.61
175.17
175.18
180.18
172.00
175.33
174.24
175.03
178.25
179.07
175.18
176.36
172.69
176.45
177.53
173.01
176.35
176.64
176.39
177.20
172.48
176.18
173.93
174.95
181.25
175.03
174.78
171.02
176.66
175.39
181.42
173.17
170.23
170.44
171.76
175.34
170.39
172.06
174.92
176.93
175.75
175.34
175.65
173.78
173.50
172.28
174.51
172.23
171.82
170.39
175.62
171.86
174.11
172.69
180.05
175.67
174.73
173.77
175.07
173.11
171.96
175.42
177.02
178.78
176.35
173.12
179.50
179.05
172.73
172.51
173.21
175.87
176.22
170.47
171.15
173.79
172.43
174.78
174.23
170.11
171.98
172.62
179.56
172.55
175.08
175.05
173.90
176.89
178.63
170.65
171.14
176.34
173.62
178.81
171.76
179.19
178.74
177.24
174.19
172.18
179.45
176.93
173.62
172.66
175.54
170.26
174.73
172.80
173.48
180.96
171.96
170.76
175.44
175.54
169.85
174.05
175.37
174.78
173.89
178.51
170.85
171.49
178.74
176.49
175.90
172.49
175.41
171.05
173.53
176.15
178.86
175.26
170.22
171.38
174.22
177.09
171.50
174.78
174.62
171.36
172.88
172.41
176.35
174.36
171.50
175.08
172.56
178.33
175.93
175.18
172.09
171.14
170.44
176.26
177.30
172.55
172.69
177.38
172.49
175.08
179.87
177.53
173.62
174.86
172.03
175.63
171.89
176.88
170.97
170.99
170.92
171.37
176.90
175.97
174.46
176.42
173.27
171.52
173.94
171.96
171.82
175.17
176.19
172.00
173.19
180.18
169.71
173.85
176.22
170.87
179.40
175.63
174.71
175.26
173.73
180.96
173.58
172.14
177.13
175.68
173.96
180.18
180.81
178.89
170.56
171.23
171.98
174.59
177.87
170.55
170.41
175.77
171.99
171.49
173.49
173.69
175.42
176.34
178.14
173.89
180.81
175.70
171.71
173.85
173.33
172.26
175.44
176.18
174.71
172.96
172.80
181.65
175.62
173.93
173.62
175.45
173.38
180.81
171.37
172.26
170.87
172.03
173.12
170.76
172.51
174.11
181.06
175.23
171.47
172.43
171.09
175.18
172.56
171.47
174.94
179.50
170.06
181.25
173.58
176.61
174.94
174.36
171.28
178.63
174.42
176.39
180.05
172.62
175.42
179.19
170.64
171.38
178.74
174.76
179.40
179.95
170.40
169.94
178.28
172.80
170.22
177.20
178.91
173.12
178.53
179.50
175.21
173.77
171.50
175.05
180.25
175.31
170.92
177.02
173.91
176.45
170.45
175.05
175.17
177.83
177.72
173.65
173.49
181.21
179.90
180.75
179.68
172.62
176.55
172.57
171.07
172.73
178.58
176.22
172.09
179.57
175.85
173.12
174.76
177.84
175.20
181.25
179.68
178.89
177.98
171.28
172.18
170.51
174.91
170.40
177.72
174.76
179.62
178.82
175.23
174.46
172.79
179.16
175.41
173.15
172.22
172.00
171.53
175.70
177.24
173.48
172.23
172.78
170.44
174.62
174.59
174.62
170.22
174.16
178.78
173.94
173.11
178.78
174.71
171.50
178.78
181.29
174.23
172.95
173.95
174.23
171.46
179.45
172.43
170.35
175.58
175.05
173.79
175.41
176.26
178.98
174.29
175.52
176.19
170.76
177.82
174.78
171.02
171.82
181.06
170.39
170.18
174.05
171.15
176.34
170.29
180.96
173.05
172.96
175.98
178.74
174.28
173.94
171.55
170.42
181.65
180.40
178.53
179.50
171.55
172.80
172.27
175.82
170.11
174.90
179.00
176.33
174.05
179.93
171.79
179.64
176.19
174.51
170.49
175.61
172.78
174.11
175.30
175.58
176.13
178.68
174.12
178.63
180.93
180.25
170.85
171.82
173.91
177.07
172.25
179.55
178.28
175.53
173.15
176.45
172.18
179.16
179.20
176.66
175.86
178.42
174.48
174.28
172.69
173.67
170.44
175.23
178.95
173.58
175.85
170.94
175.74
173.48
172.80
180.84
176.45
173.78
172.25
174.56
176.34
171.43
171.43
172.23
181.42
173.97
178.74
179.93
175.11
170.19
173.53
170.70
171.82
178.63
172.48
170.29
174.36
171.08
173.94
172.70
173.89
169.86
178.25
172.23
170.20
175.31
173.97
174.23
175.72
173.40
171.96
173.52
173.55
174.05
179.56
176.43
174.74
179.45
170.62
173.38
174.68
175.29
174.71
172.00
173.37
175.52
174.78
179.56
174.78
175.86
170.57
175.92
176.88
177.98
180.25
174.83
179.64
171.14
176.18
171.67
175.31
177.09
172.38
178.74
174.86
172.25
179.55
178.28
175.18
170.18
174.89
175.86
172.18
176.43
178.82
170.97
171.89
179.45
179.35
174.91
172.18
175.92
173.94
177.87
173.43
170.51
174.89
177.20
175.23
175.29
171.23
181.47
178.84
179.40
171.97
174.74
174.23
180.81
178.13
172.22
170.99
177.09
173.94
174.76
172.09
176.45
175.30
170.69
175.19
176.93
176.47
175.85
174.89
172.09
171.52
175.74
177.83
174.68
173.12
179.10
175.45
176.08
174.20
172.03
174.94
173.31
179.10
174.91
179.93
180.79
181.25
176.99
174.71
171.76
176.90
171.14
174.87
169.67
176.97
171.47
171.14
173.15
170.27
171.09
177.09
179.19
174.44
171.74
178.84
171.96
176.26
173.75
178.06
176.32
181.18
173.79
170.06
175.41
178.93
175.92
174.95
173.31
182.04
179.92
180.79
169.94
178.53
171.76
170.76
172.64
176.68
175.21
175.97
179.92
175.63
176.97
172.56
172.35
170.26
176.93
175.30
177.87
175.33
176.36
181.18
175.08
175.41
176.55
175.38
179.50
175.67
170.51
172.95
173.93
171.38
171.37
175.72
172.52
178.26
172.26
176.66
180.81
178.24
172.61
173.91
174.23
175.05
170.57
172.96
180.96
174.87
171.50
173.95
175.79
175.52
174.44
172.94
176.30
172.96
173.58
176.32
173.94
173.16
172.32
176.28
178.51
176.28
172.55
175.17
173.89
171.88
174.70
173.15
172.69
171.96
172.09
179.07
174.25
174.36
169.97
174.05
171.22
174.89
173.97
174.28
178.84
170.62
181.55
178.06
175.54
175.53
170.56
170.41
178.98
179.87
174.16
181.65
175.53
172.56
176.66
175.23
175.11
173.49
174.90
174.56
181.42
171.38
172.49
176.08
171.16
169.86
174.54
171.96
180.95
175.17
176.90
171.50
170.39
177.24
174.47
173.27
172.56
178.69
176.93
171.72
172.55
179.54
175.58
171.47
175.78
170.90
174.51
170.44
175.70
173.50
181.26
179.60
173.91
178.42
175.79
179.50
175.05
172.88
178.63
179.55
172.88
174.87
172.32
174.16
175.95
173.21
170.76
174.22
178.74
176.66
176.08
173.79
176.66
176.36
178.84
173.58
177.84
174.23
173.48
179.54
180.96
174.86
176.47
170.26
179.19
176.89
172.88
171.72
175.52
179.10
181.25
176.07
176.36
176.92
172.88
179.37
177.82
173.12
172.43
172.18
171.47
172.26
176.97
170.47
178.78
173.16
172.69
170.92
175.53
173.12
176.19
174.55
174.24
175.86
179.07
175.63
179.50
171.02
169.80
170.27
175.95
181.04
174.22
173.64
174.23
174.62
172.34
170.94
171.76
175.44
173.21
171.66
174.36
175.30
179.40
172.16
179.80
179.68
172.43
174.25
173.12
180.96
177.87
173.59
181.47
181.25
175.03
171.53
177.54
173.33
174.91
174.74
177.54
181.47
176.80
176.55
178.91
175.06
177.72
172.26
175.72
172.67
170.97
171.76
173.15
177.09
171.99
174.54
175.63
176.09
172.18
170.92
172.66
175.68
172.94
175.78
170.76
176.13
173.55
173.97
176.33
170.65
173.89
171.49
176.88
174.42
170.57
178.58
177.72
181.29
177.09
171.43
171.50
180.84
171.76
171.55
176.28
174.67
179.95
174.82
174.16
178.95
174.67
179.40
171.15
173.48
178.24
176.20
172.56
174.78
174.23
178.68
179.45
172.56
179.27
170.92
180.79
175.76
171.34
173.50
173.95
170.23
174.23
173.70
170.49
181.72
174.28
173.50
171.13
174.05
179.57
173.62
171.13
172.61
174.91
179.86
179.05
172.32
171.97
174.62
174.12
174.23
171.42
173.94
172.27
173.36
178.63
173.19
176.08
175.90
175.55
178.14
175.77
173.82
175.29
179.93
172.62
173.85
174.23
179.86
173.89
180.07
172.03
175.05
174.95
180.84
174.44
177.30
173.44
174.91
173.65
174.13
178.81
174.87
180.22
179.37
170.94
175.92
176.19
173.12
169.94
